type;text
sayidiomsletter;We enjoy a very relaxing time when we are there and catch up on reading our books if we are not walking.
sayidiomsletter;I do not mind helping them because I quite enjoy it and it helps me to keep my mind occopied also.
sayidiomsletter;Unusually the stairs do not have a light installed and so it is hazardous at night.... Before this we helped to clear the growth that filled the garden that they have.
sayidiomsletter;Already is it starting to look good.
sayidiomsletter;Our car is going well - we do not drive it too fast and "take our time" when we are out in it. It is all good fun.
sayidiomsletter;The good news is (!) that it is all free.
sayidiomsletter;This would not cause us any problems at all.
sayidiomsletter;We have two spare bedrooms. So we are able to see his progress.
sayidiomsletter;A lot of time has been taken up to get the house sorted.
sayidiomsletter;For our petrol fuel consumption we are getting around thirty eight miles per gallon fuel consumption, this tranlates to something like fourteen kilometres per litre of petrol. (if my arithmetic is correct)
sayidiomsletter;As you will know, I am keen on photography.
sayidiomsletter;The payment that we received was much better than we thought it would be.
sayidiomsletter;Many people here are ordering their cars on the internet.
sayidiomsletter;We may soon be changing our car for a new one.
sayidiomsletter;We traded in our Audi A3 for an Audi TT.
sayidiomsletter;There are now only two of us to consider and the necessity for four seats in the car does not exist any more.
sayidiomsletter;Before we made sure that there was enough room in the boot for our two cases.
sayidiomsletter;We have only done some local driving.
sayidiomsletter;We are told.
sayidiomsletter;Perhaps I should start to close this letter.
sayidiomsletter;It has been in the news on more than one occasion.
sayidiomsletter;The new shape Golf has been on sale for longer on the continent.
sayidiomsletter;It has been in the news on more than one occasion.
sayidiomsletter;Perhaps I should start to close this letter.
sayidiomsletter;Their house is located in the town of Colchester.
sayidiomsletter;Usually the garden is very long – about fourty metres I would guess. (like a bowling alley)
sayidiomsletter;Philip and his girlfriend Judy are getting on very well together.
sayidiomsletter;Her parents originally lived in London but they moved north some years ago.
sayidiomsletter;They have decided that there is no time to waste.
sayidiomsletter;The prosessions went on all day.
sayidiomsletter;We collected our mother to take her over to my brother's house for an afternoon get together.
sayidiomsletter;Talks were under way to take this next step forward.
sayidiomsletter;to give someone a present for a wedding anniversary
sayidiomsletter;The present was much admired by all.
sayidiomsletter;I will keep my fingers crossed.
sayidiomsletter;The good news for me is  that on these days the trains are only half full and the roads are deserted.
sayidiomsletter;We are about to go on our big holiday.
sayidiomsletter;We are going to Canada and are really looking forward to this our first step out of Europe.
sayidiomsletter;Canada is very different to England.
sayidiomsletter;As usual we drove right down to the water's edge to study what was going on.
sayidiomsletter;We could see a huge column rising from the sea right up to the clouds.
sayidiomsletter;The cities appear to be spacious with few narrow streets.
sayidiomsletter;Food in a restaurant is probably half the cost of a meal in England and you get twice as much.
sayidiomsletter;Vancouver is a beautiful city sitting on a very busy river.
sayidiomsletter;On arriving home we felt rather tired and the condition lasted for over week. Jet lag appearently.
sayidiomsletter;We are having a big Commonwealth athletics event which is being held in the north of England.
sayidiomsletter;He was tipped to get a gold medal, but was narrowly beaten and actually finished in third place.
sayidiomsletter;As you could see from our recent postcard we did have a late holiday this year by returning to the Canary islands.
sayidiomsletter;The temperatures were in the upper twenties and lower thirties centigrade and were therefore very enjoyable.
sayidiomsletter;On this occasion we stayed at a different hotel to the one that we nomally go to.
sayidiomsletter;This is because our old hotel has now been converted into "self catering" appartments which means that you have to purchase and cook all your own meal reqirements yourself.
sayidiomsletter;This must be difficult for the people staying there because the nearest shops where food can be obtained from is probably a three kilmetres walk away.
sayidiomsletter;That aside, all is now resolved.
sayidiomsletter;... in the distant past
sayidiomsletter;Hence the abundance of wines and olive trees.
sayidiomsletter;Their daughter lives up stairs accessed by an external stone staircase.
sayidiomsletter;They have a beautiful house with a large garden allotment that overlooks the local vineyards.
sayidiomsletter;The scenery and the occasional glass of the local fermented grape juice makes it something of a small paradise for us.
sayidiomsletter;... when she visits home at the weekends.
sayidiomsletter;Despite the slight language barrier we do get on very well with our hosts.
sayidiomsletter;To be overwhelmed by the number of legal documents, forms and systems that have to be followed and have taken up so much of my time.
sayidiomsletter;A space shuttle flight which appears to be speeding out of control as it may be plunging towards the earth.
sayidiomsletter;The craft is out of control and ist possibly breaking and burning up as it hits the friction oft he earth's atmophere.
sayidiomsletter;5. London
sayidiomsletter;The London eye is a new version of the Prater Wheel.
sayidiomsletter;Initially the Eye was only meant to stay there for a limited period of time.
sayidiomsletter;Westminster bridge is crossing the Thames.
sayidiomsletter;It has become so popular with both tourists and Londoners that it may be there for ever.
sayidiomsletter;Once upon a time these people would have been taken to the Tower of London to be beheaded.
sayidiomsletter;What we call terrace houses are smaller houses all joined together in a straight line.
sayidiomsletter;We walked across London to try to get to Buckingham Palace but were stopped by millions of people that arrived there before us ...
sayidiomsletter;Instead we stayed in Trafalgar Square which is at the start of the Mall which is the road that leads up to Buckingham Palace.
sayidiomsletter;We were able to watch the Royal family on the balcony of the Palace on an enormous twenty metre by twenty metre television screen.
sayidiomsletter;There is I believe a very strong support for the Royal family in this country- although this may be mostly from the older generation.
sayidiomsletter;We went to London to pay our respects to the dead Queen's mother.
sayidiomsletter;All schoolchildren were given a one day holiday to celebrate.
sayidiomsletter;We went to London to see the Queen on one of the many ceremonies arranged for this historic event.
sayidiomsletter;It was impossible for more people to enter.
sayidiomsletter;We watched it all happen on a massive screen which was about ten meters square
sayidiomsletter;Many keen followers are taking days off of work to watch the matches on television.
sayidiomsletter;6. Health care and the house
sayidiomsletter;... to be pestered by ...
sayidiomsletter;Older people should keep a close eye on their health if they want to have a long life.
sayidiomsletter;It has been medically proven that one or two glasses of red wine a day is good for you also.
sayidiomsletter;We trust that you are both well. We have some windows that are in need of replacement.
sayidiomsletter;We are considering installing those windows made with plastic frames.
sayidiomsletter;We have spoken to many manufactures.
sayidiomsletter;They do need some works to be done to it.
sayidiomsletter;They seem to be the "best buy".
sayidiomsletter;Two weeks ago my mother suffered two strokes.
sayidiomsletter;She was left with no feeling in her left arm and unable to walk.
sayidiomsletter;The residential home does not have the facility to carry out the clinical procedures necessary.
sayidiomsletter;So we have the task of locating and transferring her to a nursing home.
sayidiomsletter;I will visit two such establishments and try to make an assessment on which will be the best for her.
sayidiomsletter;The antbiotics have "done their job" in putting one back to normal.
sayidiomsletter;to have the "flu" jab, as we call it
sayidiomsletter;We hope that the antibiotics have „done their job“ in putting you back to normal.
sayidiomsletter;You were unfortunate to make contact with a person with the virus.
sayidiomsletter;Many people are currently enquiring at their doctors when they can have the „ flu“ jab as we call the influenza injection.
sayidiomsletter;Terrace houses are smaller houses all joined together in a straight line.
sayidiomsletter;Terassen Häuser sind kleinere Häuser, in einer geraden Linie aneinander gereiht.
sayidiomsletter;Of course they need some works to be done to it.
sayidiomsletter;The windows require replacement.
sayidiomsletter;The garden at the back is only about four or five metres wide, but unusually very long, about forty metres I would guess, like a bowling alley.
sayidiomsletter;7. Weather
sayidiomsletter;... a long period without any appreciable rainfall.
sayidiomsletter;Have experienced floods because so much rain came in a very short time.
sayidiomsletter;Good weather is the main ingredient of an enjoyable holiday.
sayidiomsletter;Weather here is very unpredictable.
sayidiomsletter;We do benefit from the "tail end" of the Gulf stream.
sayidiomsletter;A warm current without which it would be much cooler.
sayidiomsletter;... a large land mass to give more settled weather.
sayidiomsletter;We felt that we were in a "different world".
sayidiomsletter;This is the earliest that we have had snow for many years.
sayidiomsletter;It was all gone by the next day.
sayidiomsletter;We had the worst weather on record.
sayidiomsletter;... to experience record high temperatures
sayidiomsletter;The weather is still very unseasonable.
sayidiomsletter;Mankind is often fighting a losing battle when he is up against the natural elements.
sayidiomsletter;There are many theories linking this to global warming.
sayidiomsletter;The theories of global warming are being questioned.
sayidiomsletter;The cloud was very dark, almost black in colour and it soon became apparent that it was moving towards us getting bigger and bigger.
sayidiomsletter;By now three or four more cars had seen this phenomena and arrived at this lonely spot to investigate.
sayidiomsletter;It soon became obvious that this was a tornado or a whirlwind, what the Americans call a „twister“.
sayidiomsletter;We could see that the surface of the sea underneath was very choppy and we could also see that the column was in fact sea water that was sucked up into a huge cloud at the top of  the column.
sayidiomsletter;As you can see this weather is a very infrequent event in this country.
sayidiomsletter;8. Seasons/Holidays
sayidiomsletter;Summer season is now under way.
sayidiomsletter;The autumn season almost appears to have been by-passed.
sayidiomsletter;As if over night, we seem to be plunged into the start of winter with low temperatures.
sayidiomsletter;Christmas is almost upon us yet again.
sayidiomsletter;Christmas has crept up on us ... there are only a few weeks left to prepare for it.
sayidiomsletter;Weather is very "Christmassy" this year with some snowfalls and sharp morning frosts upon us already.
sayidiomsletter;There are many theories linking this to global warming.
sayidiomsletter;The theories of global warming are being questioned.
sayidiomsletter;So we have now reached the Christmas break when I can put work to one side for a while whilst I use up the few days of holiday time that I have left.
sayidiomsletter;9. Time
sayidiomsletter;The winter Olympics are only two months away with a start being made on 12th of February.
sayidiomsletter;The games will run for three or four months.
sayidiomsletter;That could have been as long as the fifties.
sayidiomsletter;Races were held up here until the late seventies.
sayidiomsletter;We look forward to the end of the school term.
sayidiomsletter;We are already half way through the year.
sayidiomsletter;The anniversary will be here soon.
sayidiomsletter;I have tried to keep up with the year's events.
sayidiomsletter;It takes up a lot of time.
sayidiomsletter;We enjoy the slow pace of life.
sayidiomsletter;We all need to relax and unwind even more these days.
sayidiomsletter;I hope to work less hours each week for less pay.
sayidiomsletter;The cost is now very reaonable compared with what it was a year or so ago.
sayidiomsletter;To retire at an earlier age than is normal.
sayidiomsletter;I am now well into reading the book from cover to cover!
sayidiomsletter;It will take a while for everyone to settle down.
sayidiomsletter;We have the next event coming up soon.
sayidiomsletter;I do not write the letters all in one go(!) but gradually.
sayidiomsletter;Time is getting short.
sayidiomsletter;Time will tell.
sayidiomsletter;We have only limited time.
sayidiomsletter;This is very time consuming.
sayidiomsletter;I must speed up.
sayidiomsletter;... one day a week.
sayidiomsletter;... over the period of a few weeks.
sayidiomsletter;... at this rate of writing progress.
sayidiomsletter;... to celebrate an anniversary.
sayidiomsletter;... by which time ...
sayidiomsletter;... on previous occasions
sayidiomsletter;There is time for more discussion on this topic in a future letter.
sayidiomsletter;I have more time on my hands.
sayidiomsletter;This process can take up to four weeks.
sayidiomsletter;The delivery period is approximately four months.
sayidiomsletter;We will speak about this and arrange dates in the future.
sayidiomsletter;We will return to the same people that we stayed with earlier in the year.
sayidiomsletter;We enjoy a relaxed time and catch up on reading our books.
sayidiomsletter;Jack is doing very well and we can monitor his progress.
sayidiomsletter;I have always sorted out her affairs on her behalf.
sayidiomsletter;Before this letter runs into the next page, we will say goodbye for now.
saywellsoon;Get Well Soon Messages
saywellsoon;Can’t wait to see you smiling again!
saywellsoon;Get better and get back to your amazing self soon!
saywellsoon;Go ahead and milk this as long as you can. I would.
saywellsoon;God bless you through your recovery.
saywellsoon;Hope it helps a little to know how lovingly you’re thought of.
saywellsoon;Hope it won’t be long till you’re out of the hospital.
saywellsoon;Hope you feel a little better every day.
saywellsoon;Hope you get to feeling better soon!
saywellsoon;I bet your friends miss you at school. You’re very miss-able.
saywellsoon;I have faith that you’ll be better really soon.
saywellsoon;I know things are tough right now. I know you’re tougher.
saywellsoon;I know you, and I know you’ll beat this.
saywellsoon;I’m here for you. For whatever. For as long as you need.
saywellsoon;Lifting you up in my prayers during your treatments.
saywellsoon;Like a big ol’ basketball, you’ll bounce back!
saywellsoon;You’re in all our warmest thoughts as you recover from your accident.
saywellsoon;Love you and think of you all the time.
saywellsoon;Love you…hate that you’re sick.
saywellsoon;Miss you around here!
saywellsoon;No fair. You’re way too nice to be this sick.
saywellsoon;Sending hugs and love.
saywellsoon;Sick stinks. You rock. Get well soon!
saywellsoon;Take extra good care!
saywellsoon;Take your sweet time getting well!
saywellsoon;Warmest wishes for a speedy recovery!
saywellsoon;We hope you’re taking it slow and easy right now.
saywellsoon;We’ll pick up and clean up. You rest up.
saywellsoon;Wishing on every star that you get better soon.
saywellsoon;Wishing you well.
saywellsoon;You are way cooler than this. You’ll be back to your awesome self soon.
saywellsoon;You mean so much to me. Hope you’re feeling better very soon.
saywellsoon;You need it, I got it. Whatever it is.
saywellsoon;You’re being so brave. Love you lots.
sayyouarewelcome;Ways to Say ‘You’re Welcome’
sayyouarewelcome;Not a problem!
sayyouarewelcome;No worries!
sayyouarewelcome;Always a pleasure, never a chore
sayyouarewelcome;Don’t mention it.
sayyouarewelcome;It’s no trouble at all.
sayyouarewelcome;Any time.
sayyouarewelcome;It was nothing.
sayyouarewelcome;You got it!
sayyouarewelcome;Sure!
sayyouarewelcome;It’s a pleasure.
sayyouarewelcome;It’s always my pleasure.
sayyouarewelcome;You’re very welcome
sayyouarewelcome;I am happy to help.
sayyouarewelcome;Not at all.
saysorry;SORRY
saysorry;Excuse me
saysorry;Ever so sorry.
saysorry;How stupid/careless/thoughtless of me.
saysorry;I apologize.
saysorry;I had that wrong.
saysorry;I hope you can forgive me.
saysorry;I owe you an apology.
saysorry;I sincerely apologize.
saysorry;I take full responsibility.
saysorry;I want to apologize.
saysorry;I wanted to tell you I’m sorry.
saysorry;I was wrong about that.
saysorry;I’d like to apologize.
saysorry;I’d like to apologize for how I reacted yesterday.
saysorry;I’m (so/very/terribly) sorry.
saysorry;My apologies.
saysorry;My fault, bro (US)
saysorry;My mistake.
saysorry;Oh my goodness! I’m so sorry. I should have watched where I was going.
saysorry;Oh, my bad.
saysorry;Pardon (me)
saysorry;Please accept our (sincerest) apologies.
saysorry;Please don’t be mad at me.
saysorry;Please excuse my (ignorance)
saysorry;Sorry about that.
saysorry;Sorry, my apologies. I had that wrong.
saysorry;Sorry. It was all my fault.
saysorry;That was wrong of me.
saysorry;That’s my fault.
saysorry;Whoops! Sorry!
saysorry;I beg your pardon
saysorry;My bad (US)
saysorry;Excuse me for interrupting.
saysorry;I was wrong. Can you forgive me?
saysorry;Pardon me for being so rude.
sayagree;Agreement and Disagreement
sayagree;Agreeing with an Opinion
sayagree;Absolutely/ Definitely/ Exactly.
sayagree;Exactly.
sayagree;Fair enough!
sayagree;He is quite right/ absolutely right
sayagree;He may be right.
sayagree;I (totally/completely/absolutely) agree with you.
sayagree;I agree with what you said.
sayagree;I agree with you/ him …
sayagree;I agree with you 100 percent.
sayagree;I agree with you entirely.
sayagree;I am at one with him on that point.
sayagree;I am with you.
sayagree;I approve of it.
sayagree;I couldn’t agree more.
sayagree;I couldn’t agree with you more.
sayagree;I feel the same.
sayagree;I guess/suppose so.
sayagree;I have come to the same conclusion.
sayagree;I have no objection.
sayagree;I have to side with you on this one.
sayagree;I hold the same opinion.
sayagree;I really think so.
sayagree;I see where you’re coming from.
sayagree;I share your view.
sayagree;I think so.
sayagree;I think you might be right about that.
sayagree;I was just going to say that.
sayagree;I’d go along with that.
sayagree;It is true.
sayagree;Just so!
sayagree;No doubt about it.
sayagree;Oh, that’s interesting.
sayagree;Quite so!
sayagree;That is right.
sayagree;That’s a good point/ I see your point.
sayagree;That’s just it!
sayagree;That’s just what I was thinking.
sayagree;That’s so true.
sayagree;That’s exactly how I feel.
sayagree;That’s for sure.
sayagree;There is no doubt about it that…
sayagree;We are of one mind / of the same mind on that question.
sayagree;Yes of course!
sayagree;You are right.
sayagree;You have a good point.
sayagree;You have a point there.
sayagree;You’re absolutely right.
sayagree;Me neither (agree with negative statement).
sayagree;Tell me about it! (slang)
sayagree;I suppose so/I guess so. (weak)
sayapology;Making and Accepting an Apology
sayapology;Making an Apology: Other Ways to Say Sorry in English
sayapology;Excuse me for…
sayapology;I apologize for…
sayapology;I beg your pardon. /Pardon. /Sorry.
sayapology;I do apologize for
sayapology;I must apologize for…
sayapology;I shouldn’t have said that. Don’t be mad at me.
sayapology;I shouldn’t have…
sayapology;I was wrong. Can you forgive me?
sayapology;I’d like to apologise for (not)…
sayapology;I’m (really/ terribly/ so) sorry for …I won’t do it again
sayapology;I’m afraid …
sayapology;I’d like to apologize for…
sayapology;I’m ashamed of…
sayapology;I’m so sorry for…
sayapology;I’m terribly sorry for…
sayapology;It’s all my fault.
sayapology;My apologies for…
sayapology;Pardon me for being so rude.
sayapology;Pardon me for this…
sayapology;Please accept my apology for …
sayapology;Please excuse my…
sayapology;Please forgive me for…
sayapology;Please, forgive me for my…
sayapology;Accepting an Apology
sayapology;Don’t worry, you’re forgiven.
sayapology;No need to apologize, it’s OK.
sayapology;That’s all right.
sayapology;Never mind.
sayapology;Don’t apologize.
sayapology;It doesn’t matter.
sayapology;Don’t worry about it.
sayapology;Don’t mention it.
sayapology;That’s OK.
sayapology;I quite understand.
sayapology;You couldn’t help it.
sayapology;Forget about it.
sayapology;No harm done.
sayapology;No worries.
sayapology;It’s fine.
sayapology;Please don’t let it happen again.
sayapology;You should be, but I forgive you.
sayapology;No problem.
sayapology;That’s quite all right.
sayapology;Think nothing of it.
sayapology;It’s not important.
sayapology;That’s all right.
sayapology;It’s all fine.
sayapology;I understand.
